,clust,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
3012,1,3034,23179,0,1,1,1,0,0,0,0,2794,0
3013,5,3035,14710,0,1,1,1,3500,2,0,0,3149,1
3014,11,3036,74073,0,4,1,1,45526,41,200,1,2976,1
3015,11,3037,43348,0,4,1,1,68846,25,200,1,2869,1
3016,11,3038,97424,0,5,1,1,63796,17,0,0,2873,1
3017,5,3039,20603,0,1,1,1,115,5,0,0,3054,1
3018,5,3040,92097,2194,1,1,1,20450,8,1850,3,2825,1
3019,1,3041,31520,0,1,1,1,130,2,0,0,2858,0
3020,11,3042,29350,0,4,1,1,27703,15,0,0,3020,1
3021,11,3043,20537,0,3,1,1,44791,21,2612,4,1569,1
3022,1,3044,17376,0,1,1,1,4920,11,0,0,2265,0
3023,7,3045,24563,0,1,1,1,5718,8,4218,5,1776,0
3024,3,3046,52562,0,3,1,1,23773,15,600,2,3021,0
3025,1,3047,48224,0,1,1,1,0,0,0,0,2888,0
3026,5,3048,13271,0,1,1,1,0,0,0,0,1435,1
3027,5,3049,129919,719,1,1,1,7150,5,650,2,3053,1
3028,3,3050,17893,0,2,1,1,9623,13,0,0,3074,0
3029,1,3051,52693,0,1,1,1,947,4,0,0,2374,0
3030,11,3052,50895,0,4,1,1,29618,15,0,0,2980,1
3031,5,3053,36459,0,1,1,1,7573,17,5473,15,2885,1
3032,11,3054,68532,0,5,1,1,68704,21,0,0,2822,1
3033,1,3055,34862,0,1,1,1,2725,5,0,0,3004,0
3034,1,3056,20391,0,1,1,1,90,3,0,0,2884,0
3035,5,3057,178010,0,1,1,1,5500,4,500,1,2777,1
3036,11,3058,20773,0,3,1,1,13619,14,0,0,2765,1
3037,5,3059,264735,0,2,1,1,6980,17,0,0,2894,1
3038,7,3060,45883,2611,1,1,1,5647,11,0,0,1464,0
3039,1,3061,36978,0,1,1,1,100,1,100,1,3033,0
3040,5,3062,449205,1121,1,1,1,4750,9,3250,8,3071,1
3041,1,3063,45005,0,1,1,1,0,0,0,0,2934,0
3042,11,3064,45533,0,5,1,1,56208,16,0,0,2963,1
3043,5,3065,26513,0,1,1,1,7670,14,0,0,2678,1
3044,1,3066,20417,0,1,1,1,5000,1,0,0,3013,0
3045,1,3067,7490,0,1,1,1,0,0,0,0,3042,0
3046,1,3068,14394,0,1,1,1,935,4,150,2,2754,0
3047,1,3069,103888,0,1,1,1,4379,3,4379,3,2238,0
3048,3,3070,61191,0,2,1,1,8502,17,0,0,2112,0
3049,5,3071,7329,0,2,1,1,10639,16,0,0,2993,1
3050,1,3072,12688,0,1,1,1,0,0,0,0,2993,0
3051,12,3073,106921,0,4,1,1,26666,13,0,0,2581,0
3052,1,3074,31668,2576,1,1,1,1800,3,300,2,2271,0
3053,5,3075,34996,0,2,1,1,6313,14,150,1,2909,1
3054,1,3076,23099,0,1,1,1,300,3,300,3,2292,0
3055,3,3077,109133,0,3,1,1,21378,16,0,0,2989,0
3056,1,3078,103586,0,1,1,1,4000,7,3900,6,2726,0
3057,11,3079,45575,0,3,1,1,23223,17,0,0,2964,1
3058,11,3080,76430,0,3,1,1,13653,17,0,0,3018,1
3059,7,3081,18059,0,1,1,1,0,0,0,0,2019,0
3060,1,3082,188759,0,1,1,1,3082,3,0,0,2817,0
3061,11,3083,36953,0,3,1,1,25598,16,0,0,2997,1
3062,11,3084,27155,0,4,1,1,47252,15,300,1,3001,1
3063,3,3085,89112,4670,2,1,1,28670,29,0,0,2680,0
3064,1,3086,72768,0,1,1,1,290,3,0,0,2762,0
3065,1,3087,23178,0,1,1,1,0,0,0,0,2351,0
3066,7,3088,25676,0,1,1,1,0,0,0,0,1597,0
3067,3,3089,63190,0,3,1,1,18950,13,250,1,3041,0
3068,1,3090,1666,0,1,1,1,980,3,0,0,2761,0
3069,11,3091,105544,0,4,1,1,31001,16,500,1,2888,1
3070,5,3092,206287,1761,2,1,1,11294,20,150,1,2819,1
3071,1,3093,40255,0,1,1,1,2975,13,750,2,2880,0
3072,1,3094,5317,0,1,1,1,0,0,0,0,2992,0
3073,11,3095,7606,0,4,1,1,29307,17,0,0,2930,1
3074,1,3096,43255,0,1,1,1,2691,3,750,1,2864,0
3075,5,3097,22414,0,1,1,1,1094,3,0,0,2957,1
3076,12,3098,92225,0,4,1,1,48276,19,350,1,2972,0
3077,1,3099,127199,0,1,1,1,2563,14,0,0,2917,0
3078,1,3100,12176,0,1,1,1,875,7,0,0,2268,0
3079,12,3101,142929,0,4,1,1,40826,23,0,0,2803,0
3080,5,3102,28670,0,2,1,1,11727,11,0,0,2980,1
3081,1,3103,82122,0,1,1,1,700,3,700,3,3044,0
3082,10,3104,54637,0,1,1,1,21181,27,4673,21,2927,1
3083,1,3105,6181,0,1,1,1,2000,9,0,0,2878,0
3084,5,3106,25485,0,1,1,1,9655,10,2800,8,2798,1
3085,7,3107,16136,0,1,1,1,0,0,0,0,1177,0
3086,3,3108,128213,0,2,1,1,7956,13,500,1,2522,0
3087,1,3109,92492,0,1,1,1,11029,6,0,0,2839,0
3088,3,3110,85412,0,3,1,1,25102,16,500,1,2816,0
3089,1,3111,46003,0,1,1,1,1340,7,0,0,2698,0
3090,1,3112,95982,0,1,1,1,3630,3,0,0,2623,0
3091,1,3113,20529,0,1,1,1,0,0,0,0,2644,0
3092,11,3114,28254,0,3,1,1,17117,19,1050,6,2692,1
3093,1,3115,26101,0,1,1,1,3900,15,3900,15,2222,0
3094,3,3116,50939,0,3,1,1,16453,16,0,0,2753,0
3095,1,3117,35039,0,1,1,1,174,1,0,0,2314,0
3096,3,3118,175501,1000,3,1,1,34318,36,7974,19,2691,0
3097,1,3119,1439,0,1,1,1,80,2,0,0,2684,0
3098,5,3120,214674,0,1,1,1,25688,23,2500,5,2607,1
3099,1,3121,38429,0,1,1,1,1004,2,1004,2,2521,0
3100,1,3122,22865,0,1,1,1,1750,7,0,0,2375,0
3101,5,3123,23033,0,2,1,1,7910,15,0,0,2765,1
3102,1,3124,103172,0,1,1,1,3125,3,0,0,2416,0
3103,11,3125,23448,0,4,1,1,36941,18,700,3,2675,1
3104,1,3126,115161,0,1,1,1,9050,18,3050,15,2417,0
3105,10,3127,58382,0,1,1,1,11327,32,4800,23,2480,1
3106,3,3128,156766,0,3,1,1,23375,27,0,0,2840,0
3107,1,3129,34137,0,1,1,1,335,5,0,0,2593,0
3108,5,3130,17219,0,1,1,1,6167,10,3757,6,2627,1
3109,1,3131,43823,0,1,1,1,500,1,0,0,2717,0
3110,3,3132,63364,0,3,1,1,15415,11,0,0,2560,0
3111,3,3133,18497,0,3,1,1,14138,12,0,0,2643,0
3112,3,3134,23173,0,2,1,1,7843,8,0,0,2565,0
3113,11,3135,51367,0,4,1,1,40004,24,0,0,2434,1
3114,3,3136,34894,0,3,1,1,13955,17,0,0,2447,0
3115,1,3137,7422,0,1,1,1,2229,3,0,0,2653,0
3116,1,3138,16090,0,1,1,1,850,6,850,6,2592,0
3117,1,3139,2784,0,1,1,1,0,0,0,0,2066,0
3118,11,3140,54177,0,3,1,1,45403,15,500,1,2123,1
3119,5,3141,29326,0,2,1,1,23061,7,0,0,2497,1
3120,1,3142,26164,2556,1,1,1,0,0,0,0,2566,0
3121,1,3143,29518,0,1,1,1,2702,12,0,0,2532,0
3122,1,3144,29754,6396,1,1,1,500,1,0,0,2655,0
3123,7,3145,8000,0,1,1,1,0,0,0,0,941,0
3124,1,3146,69788,0,1,1,1,1500,3,1500,3,2705,0
3125,1,3147,38042,0,1,1,1,7658,17,0,0,2606,0
3126,5,3148,23894,0,1,1,1,6000,3,0,0,2705,1
3127,12,3149,110628,0,5,1,1,63759,13,0,0,2654,0
3128,1,3150,10839,0,1,1,1,190,1,190,1,2341,0
3129,11,3151,47513,0,3,1,1,19904,13,0,0,2516,1
3130,1,3152,16321,0,1,1,1,0,0,0,0,2710,0
3131,1,3153,37550,0,1,1,1,0,0,0,0,2579,0
3132,3,3154,37936,0,2,1,1,6211,12,0,0,2719,0
3133,11,3155,38061,0,3,1,1,34227,18,3600,8,2649,1
3134,1,3156,25934,0,1,1,1,370,3,0,0,2565,0
3135,1,3157,54942,0,1,1,1,4200,10,4200,10,2610,0
3136,11,3158,139423,0,4,1,1,54152,25,500,3,2677,1
3137,9,3159,298505,0,5,1,1,130647,32,600,2,2483,1
3138,5,3160,98753,0,1,1,1,1475,5,0,0,2619,1
3139,1,3161,25157,0,1,1,1,830,3,0,0,2732,0
3140,1,3162,24134,0,1,1,1,1250,3,0,0,2390,0
3141,1,3163,6628,0,1,1,1,2125,8,0,0,2539,0
3142,1,3164,14504,0,1,1,1,0,0,0,0,2329,0
3143,1,3165,36665,0,1,1,1,3250,19,0,0,2951,0
3144,7,3166,17481,0,1,1,1,1396,3,0,0,586,0
3145,1,3167,33111,0,1,1,1,0,0,0,0,2461,0
3146,12,3168,89237,0,4,1,2,37668,18,0,0,2533,0
3147,11,3169,93028,0,4,1,1,40887,22,0,0,2507,1
3148,12,3170,89094,0,5,1,1,55865,13,0,0,2404,0
3149,11,3171,11109,0,5,1,1,53627,13,0,0,2623,1
3150,1,3172,14957,0,1,1,1,0,0,0,0,2634,0
3151,7,3173,17823,0,1,1,1,15323,8,0,0,1453,0
3152,1,3174,8485,0,1,1,1,0,0,0,0,2111,0
3153,3,3175,56756,0,3,1,1,10851,14,0,0,2068,0
3154,12,3176,99196,0,4,1,1,28334,16,0,0,2595,0
3155,13,3177,21736,0,1,2,1,6672,10,0,0,2544,0
3156,11,3178,11324,0,3,1,1,11082,11,0,0,2661,1
3157,5,3179,60109,0,1,1,1,2300,6,2300,6,2501,1
3158,5,3180,129887,0,1,1,1,26810,10,810,3,2566,1
3159,1,3181,18150,0,1,1,1,240,2,0,0,2538,0
3160,5,3182,57432,0,2,1,1,13422,19,5100,12,2546,1
3161,1,3183,32659,0,1,1,1,3614,14,0,0,2553,0
3162,5,3184,103203,0,1,1,1,3200,4,200,2,1556,1
3163,1,3185,27122,0,1,1,1,0,0,0,0,2630,0
3164,1,3186,40252,0,1,1,1,1375,4,0,0,2565,0
3165,5,3187,194816,0,1,1,1,20822,25,6647,12,2424,1
3166,1,3188,65460,0,1,1,1,0,0,0,0,2493,0
3167,5,3189,17863,0,1,1,1,0,0,0,0,2028,1
3168,11,3190,28443,0,4,1,1,53065,18,150,1,2462,1
3169,5,3191,15655,0,1,1,1,2807,12,957,4,2476,1
3170,1,3192,38307,0,1,1,1,1500,3,1500,3,2151,0
3171,11,3193,15135,0,3,1,1,13357,14,0,0,2579,1
3172,3,3194,73601,0,2,1,1,12902,36,2000,4,2624,0
3173,11,3195,31489,0,3,1,1,21950,21,0,0,2216,1
3174,5,3196,48852,0,1,1,1,1058,3,0,0,2278,1
3175,5,3197,188883,0,1,1,1,5500,3,0,0,2613,1
3176,1,3198,37212,0,1,1,1,0,0,0,0,2455,0
3177,5,3199,43285,0,1,1,1,745,3,0,0,2436,1
3178,7,3200,10758,0,1,1,1,0,0,0,0,1777,0
3179,1,3201,40926,0,1,1,1,1725,7,0,0,2453,0
3180,5,3202,10915,0,1,1,1,5455,15,0,0,2473,1
3181,1,3203,38580,0,1,1,1,4337,7,0,0,2168,0
3182,7,3204,26650,0,1,1,1,4652,11,4652,11,1958,0
3183,5,3205,25268,888,1,1,1,4566,8,800,3,2126,1
3184,1,3206,9338,0,1,1,1,200,1,200,1,2371,0
3185,11,3207,67070,0,4,1,1,34600,27,2100,10,2416,1
3186,1,3208,19382,0,1,1,1,195,2,0,0,2545,0
3187,1,3209,25205,0,1,1,1,0,0,0,0,2532,0
3188,1,3210,9634,0,1,1,1,9634,5,0,0,2146,0
3189,1,3211,18954,0,1,1,1,550,3,550,3,2465,0
3190,3,3212,41279,0,2,1,1,8682,14,0,0,2241,0
3191,13,3213,56624,0,1,2,1,12311,14,0,0,2491,0
3192,1,3214,11021,0,1,1,1,115,2,0,0,2449,0
3193,5,3215,4096,0,1,1,1,3802,8,0,0,2433,1
3194,11,3216,5199,0,3,1,1,28100,16,0,0,2592,1
3195,1,3217,41072,0,1,1,1,3751,15,0,0,2378,0
3196,1,3218,83623,0,1,1,1,2692,6,900,4,2395,0
3197,5,3219,15920,0,1,1,1,2500,1,0,0,2466,1
3198,3,3220,50674,0,2,1,1,22073,12,0,0,1615,0
3199,12,3221,55461,0,4,1,1,31658,17,500,2,2315,0
3200,1,3222,93264,0,1,1,1,3250,19,0,0,2369,0
3201,3,3223,115154,0,3,1,1,13466,17,500,1,2440,0
3202,7,3224,24920,0,1,1,1,375,3,0,0,2067,0
3203,13,3225,64924,0,1,3,1,14971,13,0,0,1989,0
3204,1,3226,25210,0,1,1,1,14500,5,500,1,2138,0
3205,1,3227,41247,0,1,1,1,0,0,0,0,2407,0
3206,1,3228,5929,0,1,1,1,168,7,0,0,2371,0
3207,1,3229,14457,2288,1,1,1,1875,8,0,0,2409,0
3208,5,3230,29067,0,1,1,1,485,3,250,1,2147,1
3209,3,3231,112164,0,3,1,1,16802,14,0,0,2188,0
3210,3,3232,44764,0,2,1,1,5539,6,0,0,2081,0
3211,1,3233,38997,0,1,1,1,5158,18,0,0,2399,0
3212,5,3234,115215,0,2,1,1,5824,7,0,0,2096,1
3213,3,3235,96714,0,3,1,1,17026,15,0,0,2185,0
3214,11,3236,32988,0,4,1,1,49484,14,0,0,2161,1
3215,7,3237,11552,0,1,1,1,0,0,0,0,481,0
3216,7,3238,38739,0,1,1,1,3050,3,550,2,1976,0
3217,12,3239,142989,0,4,1,1,26210,14,500,1,2340,0
3218,11,3240,1724,0,3,1,1,27305,20,0,0,1784,1
3219,11,3241,56395,0,5,1,1,72905,24,1800,4,2344,1
3220,1,3242,11845,0,1,1,1,625,2,0,0,2334,0
3221,7,3243,46378,4844,1,1,1,2358,5,2358,5,1766,0
3222,1,3244,85071,0,1,1,1,6600,4,0,0,2322,0
3223,7,3245,53543,0,1,1,1,21183,11,563,2,1149,0
3224,7,3246,33834,0,1,1,1,3920,12,0,0,1850,0
3225,5,3247,36839,0,1,1,1,4436,6,0,0,2275,1
3226,3,3248,42042,0,2,1,1,9846,14,0,0,1606,0
3227,1,3249,72027,0,1,1,1,0,0,0,0,2386,0
3228,1,3250,2692,0,1,1,1,800,4,50,1,2447,0
3229,7,3251,17818,0,1,1,1,0,0,0,0,1709,0
3230,5,3252,70927,0,1,1,1,12011,12,1567,8,2096,1
3231,1,3253,57622,0,1,1,1,1250,3,0,0,2337,0
3232,7,3254,323,0,1,1,1,0,0,0,0,1975,0
3233,7,3255,33530,0,1,1,1,0,0,0,0,1777,0
3234,1,3256,16452,0,1,1,1,9181,5,0,0,2108,0
3235,10,3257,287033,0,1,1,1,26161,58,12873,53,2272,1
3236,11,3258,55487,0,3,1,1,23123,19,1150,5,1986,1
3237,11,3260,14648,0,3,1,1,21157,12,0,0,1843,1
3238,1,3261,10621,0,1,1,1,90,3,0,0,2223,0
3239,1,3262,23224,0,1,1,1,1750,7,0,0,2322,0
3240,7,3263,17684,0,1,1,1,93,1,0,0,2012,0
3241,5,3264,2477,0,1,1,1,2319,6,500,1,2137,1
3242,7,3265,44668,0,1,1,1,872,2,0,0,1557,0
3243,1,3266,22461,0,1,1,1,150,1,150,1,2223,0
3244,5,3267,103200,0,1,1,1,500,1,500,1,2062,1
3245,3,3268,74007,0,2,1,1,9259,13,0,0,2181,0
3246,1,3269,22134,0,1,1,1,0,0,0,0,2161,0
3247,1,3270,242062,0,1,1,1,5125,18,0,0,2150,0
3248,1,3271,24683,0,1,1,1,600,2,0,0,2117,0
3249,11,3272,51680,0,4,1,1,54926,65,3088,8,2112,1
3250,11,3273,8819,0,3,1,1,12472,15,0,0,1920,1
3251,3,3274,61545,0,3,1,1,18351,18,0,0,1973,0
3252,5,3275,124837,0,1,1,1,4400,7,1500,5,2053,1
3253,7,3276,50848,0,1,1,1,0,0,0,0,1773,0
3254,1,3277,19661,0,1,1,1,0,0,0,0,2175,0
3255,5,3278,32156,0,2,1,1,23928,29,2150,12,2257,1
3256,5,3279,123055,0,1,1,1,11564,5,1039,2,2209,1
3257,7,3280,63331,0,1,1,1,4200,4,700,2,2060,0
3258,1,3281,9646,0,1,1,1,3445,11,0,0,2140,0
3259,1,3282,16569,0,1,1,1,3204,8,0,0,2120,0
3260,5,3283,194111,0,1,1,1,12350,30,2750,15,1777,1
3261,11,3284,147128,0,5,1,1,59991,47,1065,1,2279,1
3262,5,3285,59177,0,1,1,1,2300,6,700,3,1869,1
3263,11,3286,26693,0,3,1,1,22057,14,0,0,1863,1
3264,1,3287,2912,0,1,1,1,510,1,0,0,2132,0
3265,1,3288,13982,0,1,1,1,500,1,0,0,2117,0
3266,7,3289,14428,0,1,1,1,3475,21,0,0,1599,0
3267,7,3290,21740,0,1,1,1,5625,11,0,0,2048,0
3268,7,3291,8811,0,1,1,1,600,5,0,0,2032,0
3269,3,3292,48256,0,2,1,1,8942,14,0,0,2121,0
3270,11,3293,10994,0,3,1,1,10492,15,0,0,2215,1
3271,7,3294,27320,2788,1,1,1,0,0,0,0,1725,0
3272,7,3295,66614,0,1,1,1,0,0,0,0,1992,0
3273,3,3296,78105,0,2,1,1,49364,14,0,0,2070,0
3274,7,3297,120860,0,1,1,1,2000,1,0,0,1761,0
3275,1,3298,77382,0,1,1,1,4950,13,0,0,2256,0
3276,1,3299,19290,0,1,1,1,0,0,0,0,2331,0
3277,1,3300,50987,0,1,1,1,0,0,0,0,2259,0
3278,11,3301,101290,0,4,1,1,33876,22,500,1,2291,1
3279,5,3302,17377,2178,1,1,1,500,1,0,0,2010,1
3280,7,3303,11711,0,1,1,1,500,1,500,1,1922,0
3281,5,3304,28712,0,1,1,1,1500,3,1500,3,2256,1
3282,10,3305,110839,0,1,1,1,17550,24,7550,23,2272,1
3283,7,3306,65633,0,1,1,1,3100,10,2000,8,1791,0
3284,7,3307,69106,0,1,1,1,17832,10,0,0,2007,0
3285,5,3308,66009,0,1,1,1,0,0,0,0,1603,1
3286,1,3309,16843,0,1,1,1,780,3,0,0,2112,0
3287,7,3310,27071,0,1,1,1,2125,10,0,0,2059,0
3288,7,3311,25807,0,1,1,1,550,3,550,3,1838,0
3289,7,3312,132871,0,1,1,1,300,3,200,2,1719,0
3290,11,3313,24065,589,3,1,1,29586,9,0,0,1045,1
3291,7,3314,92533,0,1,1,1,2220,4,2220,4,1905,0
3292,7,3315,14513,0,1,1,1,50,2,0,0,1710,0
3293,12,3316,162365,0,5,1,1,65029,15,0,0,1948,0
3294,5,3317,4834,0,2,1,1,13441,17,0,0,1851,1
3295,7,3318,21311,3418,1,1,1,2000,9,0,0,1990,0
3296,1,3319,49804,0,1,1,1,0,0,0,0,2157,0
3297,7,3320,135567,0,1,1,1,3650,5,1050,3,1967,0
3298,3,3321,135374,0,3,1,1,23835,22,917,2,2294,0
3299,7,3322,140914,0,1,1,1,0,0,0,0,1791,0
3300,1,3323,6789,0,1,1,1,0,0,0,0,2237,0
3301,1,3324,61893,0,1,1,1,0,0,0,0,2320,0
3302,5,3325,83082,0,1,1,1,16207,13,250,1,2003,1
3303,1,3326,16962,0,1,1,1,0,0,0,0,2206,0
3304,12,3327,85955,0,4,1,1,34197,22,600,2,2046,0
3305,7,3328,22215,0,1,1,1,2375,12,0,0,1857,0
3306,1,3329,105898,0,1,1,1,4444,5,1944,4,2332,0
3307,3,3330,66807,0,3,1,1,23456,14,0,0,1575,0
3308,7,3331,131366,0,1,1,1,1500,2,500,1,1999,0
3309,5,3332,31929,0,1,1,1,3500,3,1000,2,2019,1
3310,7,3333,20540,0,1,1,1,5731,15,500,1,1970,0
3311,11,3334,48131,0,5,1,1,60090,18,0,0,2161,1
3312,5,3335,16346,0,1,1,1,5930,15,0,0,2108,1
3313,7,3336,15540,0,1,1,1,209,3,104,1,1761,0
3314,11,3337,17828,0,4,1,1,35099,14,0,0,2115,1
3315,12,3338,298927,0,5,1,1,69449,27,150,3,2047,0
3316,7,3339,66300,0,1,1,1,4750,6,1150,3,1884,0
3317,7,3340,28446,0,1,1,1,0,0,0,0,1920,0
3318,3,3341,80906,0,3,1,1,23548,15,0,0,2140,0
3319,7,3342,12153,0,1,1,1,1050,9,1050,9,2041,0
3320,5,3343,37569,0,1,1,1,3850,4,250,1,1597,1
3321,3,3344,98151,0,3,1,1,38812,11,500,1,1976,0
3322,7,3345,224852,0,1,1,1,7750,32,750,3,2102,0
3323,1,3346,19881,0,1,1,1,2472,15,0,0,2186,0
3324,5,3347,13490,0,1,1,1,0,0,0,0,2032,1
3325,3,3348,46672,500,3,1,1,22404,22,0,0,2021,0
3326,11,3349,119735,0,3,1,1,22432,17,1000,2,1996,1
3327,7,3350,18317,0,1,1,1,2375,12,0,0,2032,0
3328,1,3351,26334,0,1,1,1,0,0,0,0,2258,0
3329,12,3352,143441,0,5,1,1,58475,27,0,0,2238,0
3330,7,3353,10697,0,1,1,1,1000,8,0,0,2111,0
3331,11,3354,14072,0,3,1,1,20700,16,0,0,1949,1
3332,5,3355,35661,7487,1,1,1,600,3,500,2,1759,1
3333,7,3356,54697,0,1,1,1,1625,6,0,0,1809,0
3334,7,3357,18359,0,1,1,1,0,0,0,0,1748,0
3335,5,3358,47764,0,2,1,1,23122,11,400,1,1872,1
3336,3,3359,51169,4903,3,1,1,13080,13,0,0,1809,0
3337,3,3360,32099,0,3,1,1,10534,6,0,0,1929,0
3338,7,3361,84148,0,1,1,5,84148,7,0,0,1054,0
3339,5,3362,45137,0,1,1,1,2000,1,0,0,1319,1
3340,5,3363,18179,0,1,1,1,5488,3,0,0,1877,1
3341,3,3364,39566,0,2,1,1,23755,18,0,0,1763,0
3342,7,3365,46809,0,1,1,1,125,1,0,0,1878,0
3343,3,3366,41628,0,3,1,1,16771,12,0,0,1818,0
3344,7,3367,20891,0,1,1,1,150,3,0,0,1920,0
3345,7,3368,36513,1692,1,1,1,825,3,725,2,1611,0
3346,12,3369,116923,0,5,1,1,70403,50,0,0,1738,0
3347,7,3370,7879,0,1,1,1,1815,5,0,0,1849,0
3348,7,3371,40091,0,1,1,1,0,0,0,0,1803,0
3349,5,3372,45842,0,1,1,1,8253,15,128,1,1805,1
3350,7,3373,500,0,1,1,1,0,0,0,0,396,0
3351,7,3374,43595,0,1,1,1,4375,14,0,0,1867,0
3352,11,3375,29291,0,4,1,1,31357,32,1950,6,1391,1
3353,3,3376,63392,0,3,1,1,20553,17,0,0,1087,0
3354,5,3377,19578,0,2,1,1,5208,11,0,0,1632,1
3355,7,3378,10926,0,1,1,1,0,0,0,0,1851,0
3356,11,3379,19839,0,4,1,1,36375,15,0,0,1535,1
3357,3,3380,64594,0,2,1,1,9295,14,0,0,1869,0
3358,7,3381,24580,0,1,1,1,255,3,0,0,1926,0
3359,13,3382,20318,0,1,2,1,6990,13,0,0,1956,0
3360,7,3383,24579,0,1,1,1,2100,10,0,0,1967,0
3361,7,3384,71713,0,1,1,1,2135,4,0,0,1845,0
3362,3,3385,73501,0,3,1,1,21014,26,3694,8,1720,0
3363,7,3386,61479,0,1,1,1,6050,4,50,1,1755,0
3364,7,3387,21915,0,1,1,1,1875,8,0,0,1518,0
3365,7,3388,16465,0,1,1,1,16165,5,0,0,1631,0
3366,5,3389,61841,0,1,1,1,48700,49,0,0,1659,1
3367,13,3390,23197,0,1,3,1,10587,13,150,1,1747,0
3368,7,3391,26069,0,1,1,1,0,0,0,0,1278,0
3369,5,3392,5690,0,2,1,1,11612,15,0,0,1549,1
3370,7,3393,1000,0,1,1,1,0,0,0,0,1597,0
3371,7,3394,14052,0,1,1,1,0,0,0,0,1808,0
3372,7,3395,2143,0,1,1,1,0,0,0,0,1672,0
3373,7,3396,18239,0,1,1,1,0,0,0,0,1683,0
3374,7,3397,4892,0,1,1,1,0,0,0,0,1282,0
3375,11,3398,34412,0,3,1,1,14734,13,0,0,1524,1
3376,7,3399,34535,0,1,1,1,2719,12,0,0,1358,0
3377,5,3400,23720,0,1,1,1,4000,3,500,1,1678,1
3378,7,3401,11816,0,1,1,1,0,0,0,0,1596,0
3379,7,3402,11218,0,1,1,1,3850,14,0,0,1604,0
3380,7,3403,12568,0,1,1,1,350,3,0,0,1664,0
3381,7,3404,13188,0,1,1,1,1500,3,1500,3,1955,0
3382,3,3405,39983,0,3,1,1,39983,11,0,0,1569,0
3383,7,3406,28526,0,1,1,1,4167,15,0,0,1360,0
3384,3,3407,68359,0,3,1,1,15803,17,0,0,1293,0
3385,7,3408,22048,0,1,1,1,100,1,0,0,1702,0
3386,7,3409,1866,0,1,1,1,1128,8,0,0,1782,0
3387,7,3410,40408,0,2,1,1,9612,12,0,0,913,0
3388,7,3411,20642,0,1,1,1,4977,13,0,0,1614,0
3389,7,3412,66574,0,1,1,1,2500,6,400,4,1791,0
3390,7,3413,18656,0,1,1,1,4752,11,0,0,968,0
3391,7,3414,57374,1621,1,1,1,2100,5,2100,5,1440,0
3392,7,3415,25898,0,1,1,1,7834,3,0,0,1588,0
3393,3,3416,42481,0,3,1,1,24617,16,0,0,678,0
3394,7,3417,62492,0,1,1,1,3725,11,2600,9,1536,0
3395,7,3418,4431,0,1,1,1,0,0,0,0,1582,0
3396,11,3419,25090,0,4,1,1,25860,9,0,0,1786,1
3397,12,3420,95728,2092,5,1,1,56111,14,0,0,1372,0
3398,7,3421,11631,0,1,1,1,3289,22,0,0,1157,0
3399,5,3422,54039,0,1,1,1,5250,22,1250,10,1709,1
3400,7,3423,5625,0,1,1,1,2350,12,0,0,1270,0
3401,5,3424,22966,0,1,1,1,3950,8,450,6,1443,1
3402,7,3425,5544,0,1,1,1,350,3,0,0,1713,0
3403,5,3426,37171,0,1,1,1,3450,5,950,4,1341,1
3404,7,3427,40425,0,1,1,1,3300,8,1700,5,1753,0
3405,5,3428,9805,0,1,1,1,4403,11,0,0,1559,1
3406,7,3429,29417,0,1,1,1,16011,3,0,0,1582,0
3407,7,3430,37093,0,1,1,1,4250,13,0,0,1810,0
3408,7,3431,21461,0,1,1,1,4010,26,0,0,1509,0
3409,7,3432,21950,0,1,1,1,5739,16,0,0,1668,0
3410,7,3433,14233,0,1,1,1,160,3,0,0,1687,0
3411,12,3434,105737,0,5,1,1,71728,13,0,0,1705,0
3412,7,3435,22551,0,1,1,1,0,0,0,0,1794,0
3413,7,3436,35474,0,1,1,1,15086,6,0,0,1479,0
3414,7,3437,21854,0,1,1,1,500,1,500,1,1100,0
3415,7,3438,50386,0,1,1,1,2750,8,0,0,1721,0
3416,7,3439,28502,0,1,1,1,2375,12,0,0,1732,0
3417,11,3440,238446,1082,4,1,1,37766,28,1550,11,890,1
3418,7,3441,20516,0,1,1,1,3500,20,0,0,1429,0
3419,7,3442,97391,0,1,1,1,26299,8,0,0,1607,0
3420,7,3443,29253,2305,1,1,1,7625,5,0,0,1630,0
3421,7,3444,139982,0,1,1,1,14500,6,0,0,1430,0
3422,7,3445,68192,0,1,1,1,1300,9,1300,9,1640,0
3423,7,3446,21615,0,1,1,1,5043,13,1000,2,1069,0
3424,11,3447,36829,0,4,1,1,42497,19,1001,1,1015,1
3425,12,3448,152178,0,4,1,1,39760,15,248,1,1073,0
3426,7,3449,17397,0,1,1,1,1750,7,0,0,1215,0
3427,7,3450,45006,0,1,1,1,1400,6,300,4,925,0
3428,7,3451,4289,0,1,1,1,2350,4,750,2,1083,0
3429,11,3452,133351,0,5,1,1,84215,43,7000,22,1529,1
3430,7,3453,42093,0,1,1,1,1831,4,0,0,1526,0
3431,3,3454,74331,0,3,1,1,15779,14,0,0,1514,0
3432,7,3455,120462,3649,1,1,1,10500,9,750,2,1503,0
3433,7,3456,14243,0,1,1,1,6654,17,0,0,1487,0
3434,7,3457,6803,0,1,1,1,1644,11,0,0,1296,0
